cash,price_AAPL,price_AMZN,price_F,price_JPM,price_MSFT,price_NVDA,price_PG,price_SPY,price_UNH,price_XOM,shares_AAPL,shares_AMZN,shares_F,shares_JPM,shares_MSFT,shares_NVDA,shares_PG,shares_SPY,shares_UNH,shares_XOM,reward
5000.0,41.94781875610352,75.5989990234375,7.095631122589111,94.7818374633789,87.04511260986328,6.087124347686768,65.65914154052734,242.9192657470703,204.5868988037109,54.29821395874024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.88433837890625,75.62249755859375,7.095631122589111,93.2796401977539,86.64774322509766,5.986688613891602,64.01235961914062,240.4584350585937,198.99093627929688,53.065128326416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.15066909790039,74.67250061035156,6.881625652313232,91.6078872680664,85.79763793945312,5.7444987297058105,64.1590805053711,236.9619903564453,197.48638916015625,52.68678665161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.43519973754883,75.01249694824219,6.95518970489502,91.51905822753906,85.98242950439453,5.851616382598877,64.811279296875,238.1835479736328,198.137451171875,52.93199920654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.5786361694336,76.18049621582031,7.075568199157715,92.92430877685548,86.52763366699219,5.829597473144531,65.45531463623047,240.9364318847656,200.9442443847656,53.43643951416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.54336166381836,76.88200378417969,7.109007358551025,93.00505828857422,86.23191833496094,5.990645408630371,65.23519897460938,241.5472717285156,199.0085601806641,53.37340545654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.15771865844727,77.25,7.109007358551025,92.65779876708984,86.73091888427734,5.982729434967041,64.53409576416016,241.4586639404297,199.9676055908203,52.02820587158203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.60684967041016,77.59300231933594,7.095631122589111,92.66586303710938,87.25759887695312,5.966402530670166,65.19446563720703,242.62713623046875,198.3874053955078,51.930118560791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,42.32170104980469,78.94450378417969,7.175879955291748,95.33099365234376,89.20736694335938,6.069068431854248,65.45531463623047,246.84950256347656,199.00538635253903,52.23838424682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,42.7308464050293,79.91950225830078,7.229384899139404,95.0241241455078,89.41989135742188,6.17865800857544,65.10476684570312,246.53961181640625,196.6571807861328,52.71481323242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,42.31936264038086,79.40899658203125,7.209320545196533,93.8853759765625,87.2391357421875,6.127944469451904,64.9906234741211,244.9462432861328,200.33834838867188,52.21736907958984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,41.95957946777344,79.55000305175781,7.369824886322021,92.83546447753906,86.7216796875,6.153424739837647,64.40367126464844,243.6892852783203,198.96124267578125,51.56578826904297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,42.00895309448242,79.11599731445312,7.403262615203857,93.06967163085938,87.026611328125,6.168267250061035,64.13465118408203,243.42388916015625,202.58062744140625,52.14031219482422,118.56945282138825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108826057985425
0.0,41.86081314086914,78.58399963378906,7.45676326751709,93.231201171875,87.41471862792969,6.196469783782959,64.37919616699219,243.687744140625,201.1505126953125,52.6307373046875,118.56945282138825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035326224751770496
0.0,41.221221923828125,77.24649810791016,7.363136768341064,92.49628448486328,85.83456420898438,5.961948871612549,64.1264877319336,240.3905792236328,198.6699066162109,51.95114517211914,118.56945282138825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015396922826766968
