wall_time,step,value
1765755816.1301785,3200,-1.4637490510940552
1765755831.1819654,6400,-1.5339457988739014
1765755846.4741147,9600,-1.5890954732894897
1765755861.897772,12800,-1.622017741203308
1765755877.4216735,16000,-1.6698108911514282
1765755893.0378826,19200,-1.7452374696731567
1765755908.7624063,22400,-1.7692477703094482
1765755925.3902173,25600,-1.7958627939224243
1765755941.440332,28800,-1.8596997261047363
1765755957.4780338,32000,-1.9211063385009766
1765755973.952318,35200,-1.968572735786438
1765755990.44842,38400,-2.028186321258545
1765756007.0270503,41600,-2.1003189086914062
1765756023.691767,44800,-2.1348037719726562
1765756043.494375,48000,-2.1830861568450928
1765756058.6491466,51200,-2.2453832626342773
1765756073.869647,54400,-2.284799814224243
1765756089.1016538,57600,-2.372340679168701
1765756104.5465345,60800,-2.4151253700256348
1765756120.151792,64000,-2.4601006507873535
1765756135.80844,67200,-2.482222318649292
1765756151.535911,70400,-2.545759439468384
1765756167.6024437,73600,-2.603424310684204
1765756183.6484022,76800,-2.6361958980560303
1765756199.8604393,80000,-2.6936757564544678
1765756216.2869995,83200,-2.747361660003662
1765756232.669335,86400,-2.8127553462982178
1765756249.558968,89600,-2.832040309906006
1765756266.3611538,92800,-2.897022247314453
1765756286.3451352,96000,-2.9542200565338135
1765756301.565012,99200,-2.9348413944244385
1765756316.689868,102400,-3.048976421356201
1765756332.0103335,105600,-3.0976734161376953
1765756347.5471733,108800,-3.1544978618621826
1765756363.0677254,112000,-3.205368757247925
1765756378.7534444,115200,-3.2520174980163574
1765756394.487287,118400,-3.2725019454956055
1765756410.4712992,121600,-3.380807399749756
1765756426.6113868,124800,-3.4158482551574707
1765756442.8750594,128000,-3.4516775608062744
1765756459.1923625,131200,-3.5138907432556152
1765756475.7009375,134400,-3.5819456577301025
1765756492.3438168,137600,-3.658007860183716
1765756509.7754092,140800,-3.68428635597229
1765756528.4820595,144000,-3.7372398376464844
1765756543.7352755,147200,-3.7673611640930176
1765756559.0371108,150400,-3.8205511569976807
1765756574.4564676,153600,-3.914602756500244
1765756590.0354507,156800,-3.952458620071411
1765756605.7328804,160000,-4.0204386711120605
1765756621.4494798,163200,-4.065168857574463
1765756637.2790341,166400,-4.121285915374756
1765756653.289574,169600,-4.132705211639404
1765756669.417625,172800,-4.2133684158325195
1765756685.7010903,176000,-4.267057418823242
1765756702.4080474,179200,-4.3073530197143555
1765756718.8490496,182400,-4.370067119598389
1765756735.57625,185600,-4.429966926574707
1765756755.0645247,188800,-4.463746070861816
1765756770.00862,192000,-4.530800819396973
1765756785.193279,195200,-4.580950736999512
1765756800.685149,198400,-4.663633823394775
1765756816.1346676,201600,-4.6875176429748535
1765756831.7091684,204800,-4.749482154846191
1765756847.4682946,208000,-4.80513334274292
1765756863.2243752,211200,-4.832398891448975
1765756879.1056542,214400,-4.90158224105835
1765756895.1698885,217600,-4.950904846191406
1765756911.4299402,220800,-5.00978946685791
1765756927.7088041,224000,-5.062852382659912
1765756944.0639796,227200,-5.13393497467041
1765756960.7649446,230400,-5.161106586456299
1765756977.4810743,233600,-5.222919464111328
1765756997.4302878,236800,-5.296496391296387
1765757012.6212494,240000,-5.319851875305176
1765757027.9221432,243200,-5.386648178100586
1765757043.3082414,246400,-5.443256378173828
1765757058.7793345,249600,-5.490702152252197
1765757074.323424,252800,-5.537259101867676
1765757090.0016491,256000,-5.589694499969482
1765757105.8696723,259200,-5.636279106140137
1765757122.1023626,262400,-5.693851947784424
1765757138.2160347,265600,-5.738446235656738
1765757154.6109953,268800,-5.807196140289307
1765757171.0071216,272000,-5.843303203582764
1765757187.4646358,275200,-5.898685932159424
1765757204.1909397,278400,-5.938128471374512
1765757221.3006601,281600,-6.00750732421875
1765757239.1420374,284800,-6.052464962005615
1765757254.2840168,288000,-6.106269359588623
1765757269.535103,291200,-6.176448345184326
1765757284.9144745,294400,-6.217515468597412
1765757300.4454443,297600,-6.263158798217773
1765757316.0873232,300800,-6.304777145385742
1765757331.8264928,304000,-6.370981216430664
1765757347.8343165,307200,-6.45564603805542
1765757363.8376124,310400,-6.499787330627441
1765757379.970339,313600,-6.556978702545166
1765757396.3157904,316800,-6.614934921264648
1765757412.8443544,320000,-6.668347358703613
1765757429.4698892,323200,-6.70462703704834
1765757446.2679815,326400,-6.756749153137207
1765757466.66467,329600,-6.786041259765625
1765757481.8015788,332800,-6.843749046325684
1765757497.0340552,336000,-6.884645462036133
1765757512.3748705,339200,-6.948896884918213
1765757527.8892791,342400,-6.996151447296143
1765757543.4822183,345600,-7.053757667541504
1765757559.445516,348800,-7.091922283172607
1765757575.1839433,352000,-7.150123596191406
1765757591.1112888,355200,-7.200534820556641
1765757607.0769553,358400,-7.256950378417969
1765757623.08059,361600,-7.316404342651367
1765757639.4894426,364800,-7.35469388961792
1765757655.9678032,368000,-7.416372776031494
1765757672.5670877,371200,-7.4684834480285645
1765757689.4337137,374400,-7.510279178619385
1765757709.553583,377600,-7.580825328826904
1765757724.7996972,380800,-7.624455451965332
1765757739.9358919,384000,-7.676427841186523
1765757755.3694422,387200,-7.739204406738281
1765757770.8631165,390400,-7.794989585876465
1765757786.406294,393600,-7.842388153076172
1765757802.0947347,396800,-7.906243324279785
1765757817.9967325,400000,-7.941325664520264
1765757834.097367,403200,-8.01029109954834
1765757850.32014,406400,-8.062214851379395
1765757866.6166081,409600,-8.131180763244629
1765757883.0179667,412800,-8.166046142578125
1765757899.5001948,416000,-8.215624809265137
1765757916.2480493,419200,-8.26584243774414
1765757936.7650497,422400,-8.31054401397705
1765757951.8149617,425600,-8.365710258483887
1765757967.1136043,428800,-8.41871452331543
1765757982.3578413,432000,-8.476247787475586
1765757997.683533,435200,-8.536781311035156
1765758013.284378,438400,-8.57888126373291
1765758029.1468716,441600,-8.629673957824707
1765758044.8641648,444800,-8.68036937713623
1765758060.7794278,448000,-8.724281311035156
1765758076.758844,451200,-8.782278060913086
1765758092.9557576,454400,-8.839807510375977
1765758109.161186,457600,-8.884169578552246
1765758125.529304,460800,-8.935940742492676
1765758142.0040388,464000,-8.992883682250977
1765758158.7133307,467200,-9.032894134521484
1765758178.5249302,470400,-9.073699951171875
1765758193.5532086,473600,-9.121474266052246
1765758208.769373,476800,-9.177484512329102
1765758224.111314,480000,-9.237821578979492
1765758239.49549,483200,-9.28767204284668
1765758255.042213,486400,-9.338279724121094
1765758270.622326,489600,-9.38802433013916
1765758286.3106923,492800,-9.442174911499023
1765758302.199981,496000,-9.490402221679688
1765758318.2208683,499200,-9.53160572052002
1765758334.4610996,502400,-9.599532127380371
1765758350.8392339,505600,-9.669058799743652
1765758367.4109924,508800,-9.70998764038086
1765758384.1911216,512000,-9.770453453063965
1765758400.9902496,515200,-9.822784423828125
1765758420.3968785,518400,-9.86646842956543
1765758435.6099482,521600,-9.922571182250977
1765758450.909483,524800,-9.957806587219238
1765758466.2083955,528000,-10.027007102966309
1765758481.5753891,531200,-10.069182395935059
1765758497.237529,534400,-10.114996910095215
1765758512.9427683,537600,-10.171501159667969
1765758528.8998425,540800,-10.22066879272461
1765758545.2995274,544000,-10.271576881408691
1765758561.4200397,547200,-10.317915916442871
1765758577.6783996,550400,-10.373295783996582
1765758594.0553856,553600,-10.431371688842773
1765758610.7616208,556800,-10.446148872375488
1765758627.4515443,560000,-10.50689697265625
1765758647.1345203,563200,-10.559083938598633
1765758662.2050858,566400,-10.608597755432129
1765758677.4469295,569600,-10.674630165100098
1765758692.821721,572800,-10.718038558959961
1765758708.2717943,576000,-10.770153045654297
1765758723.769807,579200,-10.816338539123535
1765758739.4039867,582400,-10.87464427947998
1765758755.1825802,585600,-10.931346893310547
1765758770.9988751,588800,-10.971933364868164
1765758786.9716825,592000,-11.018014907836914
1765758803.2256243,595200,-11.069596290588379
1765758819.7147782,598400,-11.137479782104492
1765758836.2137146,601600,-11.179409980773926
1765758852.900464,604800,-11.253399848937988
1765758869.6787,608000,-11.285890579223633
1765758890.364802,611200,-11.359503746032715
1765758905.4958882,614400,-11.381301879882812
1765758920.8309565,617600,-11.451644897460938
1765758936.1864324,620800,-11.517587661743164
1765758951.924447,624000,-11.554681777954102
1765758967.397701,627200,-11.60658073425293
1765758983.0985048,630400,-11.662013053894043
1765758998.9053187,633600,-11.71767520904541
1765759014.850521,636800,-11.747016906738281
1765759030.9779644,640000,-11.811129570007324
1765759047.159913,643200,-11.861922264099121
1765759063.5534415,646400,-11.91405963897705
1765759080.2117794,649600,-11.964123725891113
1765759096.774839,652800,-12.026537895202637
1765759114.1256855,656000,-12.061506271362305
1765759132.761417,659200,-12.1048002243042
1765759147.922906,662400,-12.186905860900879
1765759163.29394,665600,-12.222367286682129
1765759178.6941476,668800,-12.267609596252441
1765759194.090679,672000,-12.326982498168945
1765759209.6293535,675200,-12.37790298461914
1765759225.4268625,678400,-12.4091215133667
1765759241.3039994,681600,-12.491578102111816
1765759257.3173134,684800,-12.5364351272583
1765759273.5358276,688000,-12.571684837341309
1765759289.8977401,691200,-12.642068862915039
1765759306.3709276,694400,-12.69009017944336
1765759323.069274,697600,-12.74780559539795
1765759339.7804146,700800,-12.79328727722168
1765759359.867501,704000,-12.831531524658203
1765759375.1314049,707200,-12.886648178100586
1765759390.393095,710400,-12.926875114440918
1765759405.8309295,713600,-12.985418319702148
1765759421.2219014,716800,-13.051360130310059
1765759436.7865207,720000,-13.101655006408691
1765759452.4194546,723200,-13.13284969329834
1765759468.5914156,726400,-13.187766075134277
1765759484.4643385,729600,-13.238910675048828
1765759500.4403658,732800,-13.276668548583984
1765759516.6362348,736000,-13.345719337463379
1765759532.8665183,739200,-13.377008438110352
1765759549.2331192,742400,-13.438966751098633
1765759565.796865,745600,-13.482545852661133
1765759582.4831808,748800,-13.544570922851562
1765759602.3845458,752000,-13.589936256408691
1765759617.503701,755200,-13.622834205627441
1765759632.6197007,758400,-13.676935195922852
1765759647.86411,761600,-13.720063209533691
1765759663.2149813,764800,-13.77755355834961
1765759678.7015178,768000,-13.837634086608887
1765759694.3100245,771200,-13.888222694396973
1765759710.1155128,774400,-13.937941551208496
1765759726.0231125,777600,-13.981855392456055
1765759742.0624394,780800,-14.045913696289062
1765759758.2450905,784000,-14.091100692749023
1765759774.500979,787200,-14.153508186340332
1765759790.9104552,790400,-14.196431159973145
1765759807.559195,793600,-14.248233795166016
1765759824.647272,796800,-14.30278491973877
1765759843.2021458,800000,-14.364399909973145
1765759858.3835638,803200,-14.377654075622559
1765759873.7491567,806400,-14.471917152404785
1765759889.0601172,809600,-14.518546104431152
1765759904.634937,812800,-14.577801704406738
1765759920.6225772,816000,-14.614114761352539
1765759936.2839787,819200,-14.649019241333008
1765759952.1635733,822400,-14.713260650634766
1765759968.2338827,825600,-14.758978843688965
1765759984.3143368,828800,-14.809581756591797
1765760000.6896877,832000,-14.879318237304688
1765760017.0140781,835200,-14.90839958190918
1765760033.539905,838400,-14.962170600891113
