wall_time,step,value
1765755816.1301296,3200,0.15000000596046448
1765755831.1819181,6400,0.15000000596046448
1765755846.4740634,9600,0.15000000596046448
1765755861.897726,12800,0.15000000596046448
1765755877.4216254,16000,0.15000000596046448
1765755893.0378342,19200,0.15000000596046448
1765755908.7623584,22400,0.15000000596046448
1765755925.3901718,25600,0.15000000596046448
1765755941.4402857,28800,0.15000000596046448
1765755957.4779873,32000,0.15000000596046448
1765755973.9522696,35200,0.15000000596046448
1765755990.4483728,38400,0.15000000596046448
1765756007.027004,41600,0.15000000596046448
1765756023.691718,44800,0.15000000596046448
1765756043.4943304,48000,0.15000000596046448
1765756058.649102,51200,0.15000000596046448
1765756073.8695843,54400,0.15000000596046448
1765756089.1016085,57600,0.15000000596046448
1765756104.54649,60800,0.15000000596046448
1765756120.1517463,64000,0.15000000596046448
1765756135.808395,67200,0.15000000596046448
1765756151.5358686,70400,0.15000000596046448
1765756167.6024,73600,0.15000000596046448
1765756183.6483579,76800,0.15000000596046448
1765756199.8603954,80000,0.15000000596046448
1765756216.2869546,83200,0.15000000596046448
1765756232.6692896,86400,0.15000000596046448
1765756249.5589223,89600,0.15000000596046448
1765756266.3611078,92800,0.15000000596046448
1765756286.345091,96000,0.15000000596046448
1765756301.5649695,99200,0.15000000596046448
1765756316.6898232,102400,0.15000000596046448
1765756332.0102875,105600,0.15000000596046448
1765756347.547127,108800,0.15000000596046448
1765756363.0676816,112000,0.15000000596046448
1765756378.7533877,115200,0.15000000596046448
1765756394.4872398,118400,0.15000000596046448
1765756410.4712534,121600,0.15000000596046448
1765756426.6113303,124800,0.15000000596046448
1765756442.8750143,128000,0.15000000596046448
1765756459.1923177,131200,0.15000000596046448
1765756475.7008936,134400,0.15000000596046448
1765756492.3437717,137600,0.15000000596046448
1765756509.775363,140800,0.15000000596046448
1765756528.482015,144000,0.15000000596046448
1765756543.73523,147200,0.15000000596046448
1765756559.037058,150400,0.15000000596046448
1765756574.4564223,153600,0.15000000596046448
1765756590.0354066,156800,0.15000000596046448
1765756605.732836,160000,0.15000000596046448
1765756621.4494343,163200,0.15000000596046448
1765756637.2789752,166400,0.15000000596046448
1765756653.2895288,169600,0.15000000596046448
1765756669.4175637,172800,0.15000000596046448
1765756685.7010436,176000,0.15000000596046448
1765756702.408003,179200,0.15000000596046448
1765756718.8490038,182400,0.15000000596046448
1765756735.5762053,185600,0.15000000596046448
1765756755.0644796,188800,0.15000000596046448
1765756770.0085535,192000,0.15000000596046448
1765756785.1932278,195200,0.15000000596046448
1765756800.6851044,198400,0.15000000596046448
1765756816.134623,201600,0.15000000596046448
1765756831.709122,204800,0.15000000596046448
1765756847.4682386,208000,0.15000000596046448
1765756863.2243314,211200,0.15000000596046448
1765756879.1056077,214400,0.15000000596046448
1765756895.169844,217600,0.15000000596046448
1765756911.4298952,220800,0.15000000596046448
1765756927.708758,224000,0.15000000596046448
1765756944.0639336,227200,0.15000000596046448
1765756960.7648993,230400,0.15000000596046448
1765756977.4810297,233600,0.15000000596046448
1765756997.4302344,236800,0.15000000596046448
1765757012.6211934,240000,0.15000000596046448
1765757027.9220967,243200,0.15000000596046448
1765757043.3081956,246400,0.15000000596046448
1765757058.7792873,249600,0.15000000596046448
1765757074.3233776,252800,0.15000000596046448
1765757090.0015864,256000,0.15000000596046448
1765757105.869627,259200,0.15000000596046448
1765757122.1023178,262400,0.15000000596046448
1765757138.2159903,265600,0.15000000596046448
1765757154.6109502,268800,0.15000000596046448
1765757171.0070772,272000,0.15000000596046448
1765757187.4645748,275200,0.15000000596046448
1765757204.1908944,278400,0.15000000596046448
1765757221.3006153,281600,0.15000000596046448
1765757239.1419933,284800,0.15000000596046448
1765757254.2839737,288000,0.15000000596046448
1765757269.535046,291200,0.15000000596046448
1765757284.9144294,294400,0.15000000596046448
1765757300.4454002,297600,0.15000000596046448
1765757316.0872777,300800,0.15000000596046448
1765757331.8264456,304000,0.15000000596046448
1765757347.8342717,307200,0.15000000596046448
1765757363.8375537,310400,0.15000000596046448
1765757379.9702942,313600,0.15000000596046448
1765757396.3157444,316800,0.15000000596046448
1765757412.8442986,320000,0.15000000596046448
1765757429.469843,323200,0.15000000596046448
1765757446.267938,326400,0.15000000596046448
1765757466.6646252,329600,0.15000000596046448
1765757481.8015332,332800,0.15000000596046448
1765757497.03401,336000,0.15000000596046448
1765757512.374826,339200,0.15000000596046448
1765757527.8892283,342400,0.15000000596046448
1765757543.4821732,345600,0.15000000596046448
1765757559.4454718,348800,0.15000000596046448
1765757575.1838965,352000,0.15000000596046448
1765757591.1112375,355200,0.15000000596046448
1765757607.0769095,358400,0.15000000596046448
1765757623.0805466,361600,0.15000000596046448
1765757639.489398,364800,0.15000000596046448
1765757655.9677587,368000,0.15000000596046448
1765757672.5670438,371200,0.15000000596046448
1765757689.4336698,374400,0.15000000596046448
1765757709.5535388,377600,0.15000000596046448
1765757724.7996523,380800,0.15000000596046448
1765757739.9358485,384000,0.15000000596046448
1765757755.369396,387200,0.15000000596046448
1765757770.8630707,390400,0.15000000596046448
1765757786.406242,393600,0.15000000596046448
1765757802.0946884,396800,0.15000000596046448
1765757817.9966881,400000,0.15000000596046448
1765757834.0973208,403200,0.15000000596046448
1765757850.320094,406400,0.15000000596046448
1765757866.6165516,409600,0.15000000596046448
1765757883.0179214,412800,0.15000000596046448
1765757899.5001497,416000,0.15000000596046448
1765757916.2480056,419200,0.15000000596046448
1765757936.7650046,422400,0.15000000596046448
1765757951.8149154,425600,0.15000000596046448
1765757967.113546,428800,0.15000000596046448
