wall_time,step,value
1765756652.5682104,48000,-16.90564727783203
1765756667.7481978,51200,-16.90564727783203
1765756683.2448003,54400,-16.90564727783203
1765756698.9970841,57600,-16.90564727783203
1765756714.8153658,60800,-16.90564727783203
1765756730.5441182,64000,-16.90564727783203
1765756746.4034116,67200,-16.90564727783203
1765756762.3419564,70400,-16.90564727783203
1765756778.420759,73600,-16.90564727783203
1765756794.57557,76800,-16.90564727783203
1765756811.0491805,80000,-16.90564727783203
1765756827.5439794,83200,-16.90564727783203
1765756844.3273408,86400,-16.90564727783203
1765756861.4012601,89600,-16.90564727783203
1765756878.1256135,92800,-16.90564727783203
1765756898.0952694,96000,-15.263018608093262
1765756913.215122,99200,-15.263018608093262
1765756928.4989655,102400,-15.263018608093262
1765756944.0797474,105600,-15.263018608093262
1765756959.841819,108800,-15.263018608093262
1765756975.7709363,112000,-15.263018608093262
1765756991.8265405,115200,-15.263018608093262
1765757007.8836129,118400,-15.263018608093262
1765757023.9911644,121600,-15.263018608093262
1765757040.1673253,124800,-15.263018608093262
1765757056.5987794,128000,-15.263018608093262
1765757073.0208423,131200,-15.263018608093262
1765757089.6784754,134400,-15.263018608093262
1765757106.487236,137600,-15.263018608093262
1765757123.8537211,140800,-12.977455139160156
1765757142.712893,144000,-12.977455139160156
1765757157.975491,147200,-12.977455139160156
1765757173.3539808,150400,-12.977455139160156
1765757188.7989256,153600,-12.977455139160156
1765757204.5447083,156800,-12.977455139160156
1765757220.3932323,160000,-12.977455139160156
1765757236.2963798,163200,-12.977455139160156
1765757252.3599432,166400,-12.977455139160156
1765757268.6339183,169600,-12.977455139160156
1765757285.0916276,172800,-12.977455139160156
1765757301.5424256,176000,-12.977455139160156
1765757318.1989138,179200,-12.977455139160156
1765757335.2786376,182400,-12.977455139160156
1765757352.5249436,185600,-12.977455139160156
1765757373.3883035,188800,-10.175762176513672
1765757389.3334522,192000,-10.175762176513672
1765757405.1242933,195200,-10.175762176513672
1765757420.7619278,198400,-10.175762176513672
1765757436.7237682,201600,-10.175762176513672
1765757452.6147816,204800,-10.175762176513672
1765757468.764232,208000,-10.175762176513672
1765757484.945112,211200,-10.175762176513672
1765757501.3352346,214400,-10.175762176513672
1765757517.8506079,217600,-10.175762176513672
1765757534.5010417,220800,-10.175762176513672
1765757551.139962,224000,-10.175762176513672
1765757568.025821,227200,-10.175762176513672
1765757584.9387133,230400,-10.175762176513672
1765757601.8530807,233600,-10.175762176513672
1765757621.7187204,236800,-8.391733169555664
1765757637.2237475,240000,-8.391733169555664
1765757652.8222718,243200,-8.391733169555664
1765757668.5737355,246400,-8.391733169555664
1765757684.4584813,249600,-8.391733169555664
1765757700.4745798,252800,-8.391733169555664
1765757716.5054715,256000,-8.391733169555664
1765757732.7020354,259200,-8.391733169555664
1765757748.9726982,262400,-8.391733169555664
1765757765.479215,265600,-8.391733169555664
1765757782.1058428,268800,-8.391733169555664
1765757798.8596373,272000,-8.391733169555664
1765757815.74541,275200,-8.391733169555664
1765757833.1026852,278400,-8.391733169555664
1765757850.6381576,281600,-7.3524250984191895
1765757869.4164686,284800,-7.3524250984191895
1765757885.0855048,288000,-7.3524250984191895
1765757900.7810922,291200,-7.3524250984191895
1765757916.6812167,294400,-7.3524250984191895
1765757932.8399446,297600,-7.3524250984191895
1765757949.044308,300800,-7.3524250984191895
1765757965.2271442,304000,-7.3524250984191895
1765757981.6689606,307200,-7.3524250984191895
1765757998.1347828,310400,-7.3524250984191895
1765758014.7014968,313600,-7.3524250984191895
1765758031.296541,316800,-7.3524250984191895
1765758048.1322708,320000,-7.3524250984191895
1765758064.994514,323200,-7.3524250984191895
1765758082.1203136,326400,-7.3524250984191895
1765758102.234446,329600,-6.648464202880859
1765758117.745854,332800,-6.648464202880859
1765758133.2441933,336000,-6.648464202880859
1765758148.971439,339200,-6.648464202880859
1765758164.8529925,342400,-6.648464202880859
1765758180.83547,345600,-6.648464202880859
1765758196.810345,348800,-6.648464202880859
1765758213.051025,352000,-6.648464202880859
1765758229.5546155,355200,-6.648464202880859
1765758246.1489244,358400,-6.648464202880859
1765758262.8827264,361600,-6.648464202880859
1765758279.5842416,364800,-6.648464202880859
1765758296.6043782,368000,-6.648464202880859
1765758313.7196622,371200,-6.648464202880859
1765758330.9996092,374400,-6.648464202880859
1765758350.8698957,377600,-6.199249744415283
1765758366.407994,380800,-6.199249744415283
1765758382.0536106,384000,-6.199249744415283
1765758397.9589005,387200,-6.199249744415283
1765758413.7805812,390400,-6.199249744415283
1765758429.6273432,393600,-6.199249744415283
1765758445.8048887,396800,-6.199249744415283
1765758462.115729,400000,-6.199249744415283
1765758478.666431,403200,-6.199249744415283
1765758495.2338269,406400,-6.199249744415283
1765758511.9803014,409600,-6.199249744415283
1765758528.8234873,412800,-6.199249744415283
1765758545.8569984,416000,-6.199249744415283
1765758562.8890274,419200,-6.199249744415283
1765758584.3496976,422400,-6.035460472106934
1765758599.9056473,425600,-6.035460472106934
1765758615.5351954,428800,-6.035460472106934
1765758631.3723078,432000,-6.035460472106934
1765758647.2261252,435200,-6.035460472106934
1765758663.2351406,438400,-6.035460472106934
1765758679.3353727,441600,-6.035460472106934
1765758695.5762181,444800,-6.035460472106934
1765758711.933112,448000,-6.035460472106934
1765758728.3832133,451200,-6.035460472106934
1765758744.874176,454400,-6.035460472106934
1765758761.5448425,457600,-6.035460472106934
1765758778.3752346,460800,-6.035460472106934
1765758795.4899716,464000,-6.035460472106934
1765758812.4036973,467200,-6.035460472106934
1765758832.9984248,470400,-6.070886135101318
1765758848.5799503,473600,-6.070886135101318
1765758864.231463,476800,-6.070886135101318
1765758879.7855482,480000,-6.070886135101318
1765758895.641773,483200,-6.070886135101318
1765758911.632482,486400,-6.070886135101318
1765758927.6414523,489600,-6.070886135101318
1765758943.910931,492800,-6.070886135101318
1765758960.120843,496000,-6.070886135101318
1765758976.5985868,499200,-6.070886135101318
1765758993.2424512,502400,-6.070886135101318
1765759009.9229076,505600,-6.070886135101318
1765759026.6495914,508800,-6.070886135101318
1765759043.4424162,512000,-6.070886135101318
1765759060.5426455,515200,-6.070886135101318
1765759080.5747077,518400,-5.091939926147461
1765759095.754091,521600,-5.091939926147461
1765759111.07302,524800,-5.091939926147461
1765759126.4998376,528000,-5.091939926147461
1765759142.0649967,531200,-5.091939926147461
1765759157.8503385,534400,-5.091939926147461
1765759173.9463398,537600,-5.091939926147461
1765759189.8770945,540800,-5.091939926147461
1765759205.9442613,544000,-5.091939926147461
1765759222.1397214,547200,-5.091939926147461
1765759238.480009,550400,-5.091939926147461
1765759255.2344806,553600,-5.091939926147461
1765759271.8321285,556800,-5.091939926147461
1765759288.4364226,560000,-5.091939926147461
1765759308.7692425,563200,-4.556826591491699
1765759323.9436605,566400,-4.556826591491699
1765759339.28037,569600,-4.556826591491699
1765759354.673847,572800,-4.556826591491699
1765759370.0949275,576000,-4.556826591491699
1765759385.8721862,579200,-4.556826591491699
1765759401.6618412,582400,-4.556826591491699
1765759418.0280864,585600,-4.556826591491699
1765759434.2002716,588800,-4.556826591491699
1765759450.457246,592000,-4.556826591491699
1765759467.01662,595200,-4.556826591491699
1765759483.6520743,598400,-4.556826591491699
1765759500.2838862,601600,-4.556826591491699
1765759517.1625035,604800,-4.556826591491699
1765759533.9142962,608000,-4.556826591491699
1765759553.8831444,611200,-4.769380569458008
1765759569.1894019,614400,-4.769380569458008
1765759584.4257045,617600,-4.769380569458008
1765759599.8908007,620800,-4.769380569458008
1765759615.658792,624000,-4.769380569458008
1765759631.4661806,627200,-4.769380569458008
1765759647.2632737,630400,-4.769380569458008
1765759663.5507002,633600,-4.769380569458008
1765759680.2710266,636800,-4.769380569458008
1765759696.8324943,640000,-4.769380569458008
1765759713.3047338,643200,-4.769380569458008
1765759729.8328035,646400,-4.769380569458008
1765759746.4270558,649600,-4.769380569458008
1765759763.2416975,652800,-4.769380569458008
1765759780.8054922,656000,-5.956853866577148
1765759799.6258605,659200,-5.956853866577148
1765759814.879767,662400,-5.956853866577148
1765759830.2965648,665600,-5.956853866577148
1765759845.9403477,668800,-5.956853866577148
1765759861.7712712,672000,-5.956853866577148
1765759877.629705,675200,-5.956853866577148
1765759893.5322566,678400,-5.956853866577148
1765759909.8582404,681600,-5.956853866577148
1765759926.4048588,684800,-5.956853866577148
1765759942.9445672,688000,-5.956853866577148
1765759959.548271,691200,-5.956853866577148
1765759976.2673085,694400,-5.956853866577148
1765759992.9487002,697600,-5.956853866577148
1765760009.802367,700800,-5.956853866577148
1765760029.422407,704000,-7.51874303817749
1765760044.7174556,707200,-7.51874303817749
1765760060.063534,710400,-7.51874303817749
1765760075.60649,713600,-7.51874303817749
1765760091.2711122,716800,-7.51874303817749
1765760107.0699236,720000,-7.51874303817749
1765760122.8860667,723200,-7.51874303817749
1765760138.8573685,726400,-7.51874303817749
1765760155.2089076,729600,-7.51874303817749
1765760171.4738488,732800,-7.51874303817749
1765760187.8653023,736000,-7.51874303817749
1765760204.8400805,739200,-7.51874303817749
1765760221.5612636,742400,-7.51874303817749
1765760238.6494162,745600,-7.51874303817749
1765760255.596593,748800,-7.51874303817749
1765760276.2103677,752000,-9.153779983520508
1765760291.6088998,755200,-9.153779983520508
1765760307.4639452,758400,-9.153779983520508
1765760323.1927874,761600,-9.153779983520508
1765760339.0617843,764800,-9.153779983520508
1765760355.124011,768000,-9.153779983520508
1765760371.2589648,771200,-9.153779983520508
1765760387.406911,774400,-9.153779983520508
1765760403.5686226,777600,-9.153779983520508
1765760419.8704617,780800,-9.153779983520508
1765760436.1810641,784000,-9.153779983520508
1765760452.565077,787200,-9.153779983520508
1765760469.060398,790400,-9.153779983520508
1765760485.7458634,793600,-9.153779983520508
1765760502.9639342,796800,-10.798089027404785
1765760520.8946474,800000,-10.798089027404785
1765760536.1535692,803200,-10.798089027404785
1765760551.459027,806400,-10.798089027404785
1765760566.930307,809600,-10.798089027404785
1765760582.6155126,812800,-10.798089027404785
1765760598.7853131,816000,-10.798089027404785
1765760615.3813186,819200,-10.798089027404785
1765760631.9041162,822400,-10.798089027404785
1765760648.9039884,825600,-10.798089027404785
1765760665.8714886,828800,-10.798089027404785
1765760682.770908,832000,-10.798089027404785
1765760699.893357,835200,-10.798089027404785
1765760717.0449758,838400,-10.798089027404785
1765760734.3245914,841600,-10.798089027404785
1765760755.673352,844800,-12.457180976867676
1765760771.2888715,848000,-12.457180976867676
1765760787.0739338,851200,-12.457180976867676
1765760802.8819807,854400,-12.457180976867676
1765760818.8552988,857600,-12.457180976867676
1765760834.9056075,860800,-12.457180976867676
1765760851.0700753,864000,-12.457180976867676
1765760867.4422693,867200,-12.457180976867676
1765760883.785077,870400,-12.457180976867676
1765760900.28428,873600,-12.457180976867676
1765760916.921949,876800,-12.457180976867676
1765760933.5493822,880000,-12.457180976867676
1765760950.2749407,883200,-12.457180976867676
1765760967.2287729,886400,-12.457180976867676
1765760984.238798,889600,-12.457180976867676
1765761004.9436376,892800,-13.938023567199707
1765761020.4107132,896000,-13.938023567199707
1765761036.0063953,899200,-13.938023567199707
1765761051.858123,902400,-13.938023567199707
1765761067.805006,905600,-13.938023567199707
1765761083.9248545,908800,-13.938023567199707
1765761100.216186,912000,-13.938023567199707
1765761116.5252042,915200,-13.938023567199707
1765761133.3135722,918400,-13.938023567199707
1765761149.9408581,921600,-13.938023567199707
1765761166.593108,924800,-13.938023567199707
1765761183.2992496,928000,-13.938023567199707
1765761200.256656,931200,-13.938023567199707
1765761217.2284122,934400,-13.938023567199707
1765761237.383808,937600,-15.187601089477539
1765761252.7544866,940800,-15.187601089477539
1765761268.2865918,944000,-15.187601089477539
1765761283.8925514,947200,-15.187601089477539
1765761299.6080914,950400,-15.187601089477539
1765761315.5333326,953600,-15.187601089477539
1765761331.6215837,956800,-15.187601089477539
1765761347.8106012,960000,-15.187601089477539
1765761363.9765692,963200,-15.187601089477539
1765761380.351024,966400,-15.187601089477539
1765761396.9320512,969600,-15.187601089477539
1765761413.6441793,972800,-15.187601089477539
1765761430.623474,976000,-15.187601089477539
1765761447.6122904,979200,-15.187601089477539
1765761464.6478283,982400,-15.187601089477539
1765761485.0377877,985600,-16.444231033325195
1765761500.526257,988800,-16.444231033325195
1765761516.1042318,992000,-16.444231033325195
1765761531.9533648,995200,-16.444231033325195
1765761547.8735049,998400,-16.444231033325195
