wall_time,step,value
1765756652.5681586,48000,4684.0
1765756667.7481458,51200,4684.0
1765756683.2447493,54400,4684.0
1765756698.9970324,57600,4684.0
1765756714.8153124,60800,4684.0
1765756730.5440476,64000,4684.0
1765756746.40336,67200,4684.0
1765756762.3419037,70400,4684.0
1765756778.420709,73600,4684.0
1765756794.575519,76800,4684.0
1765756811.04913,80000,4684.0
1765756827.543917,83200,4684.0
1765756844.3272922,86400,4684.0
1765756861.4012108,89600,4684.0
1765756878.1255612,92800,4684.0
1765756898.0952182,96000,4684.0
1765756913.2150626,99200,4684.0
1765756928.4989097,102400,4684.0
1765756944.0796964,105600,4684.0
1765756959.8417692,108800,4684.0
1765756975.7708807,112000,4684.0
1765756991.8264906,115200,4684.0
1765757007.8835633,118400,4684.0
1765757023.9911077,121600,4684.0
1765757040.1672728,124800,4684.0
1765757056.5987275,128000,4684.0
1765757073.02079,131200,4684.0
1765757089.678425,134400,4684.0
1765757106.487178,137600,4684.0
1765757123.8536553,140800,4684.0
1765757142.7128322,144000,4684.0
1765757157.9754384,147200,4684.0
1765757173.3539321,150400,4684.0
1765757188.7988765,153600,4684.0
1765757204.544641,156800,4684.0
1765757220.3931682,160000,4684.0
1765757236.2963278,163200,4684.0
1765757252.3598912,166400,4684.0
1765757268.6338663,169600,4684.0
1765757285.0915635,172800,4684.0
1765757301.5423744,176000,4684.0
1765757318.1988554,179200,4684.0
1765757335.2785833,182400,4684.0
1765757352.52488,185600,4684.0
1765757373.388243,188800,4684.0
1765757389.333399,192000,4684.0
1765757405.124238,195200,4684.0
1765757420.7618754,198400,4684.0
1765757436.723702,201600,4684.0
1765757452.6147332,204800,4684.0
1765757468.7641802,208000,4684.0
1765757484.9450622,211200,4684.0
1765757501.335181,214400,4684.0
1765757517.8505564,217600,4684.0
1765757534.5009933,220800,4684.0
1765757551.139905,224000,4684.0
1765757568.0257676,227200,4684.0
1765757584.9386466,230400,4684.0
1765757601.8530304,233600,4684.0
1765757621.7186527,236800,4684.0
1765757637.2236845,240000,4684.0
1765757652.8222206,243200,4684.0
1765757668.5736845,246400,4684.0
1765757684.4584312,249600,4684.0
1765757700.4745164,252800,4684.0
1765757716.50541,256000,4684.0
1765757732.7019782,259200,4684.0
1765757748.9726293,262400,4684.0
1765757765.4791625,265600,4684.0
1765757782.1057858,268800,4684.0
1765757798.8595815,272000,4684.0
1765757815.74536,275200,4684.0
1765757833.1026208,278400,4684.0
1765757850.6381094,281600,4684.0
1765757869.416419,284800,4684.0
1765757885.0854516,288000,4684.0
1765757900.7810402,291200,4684.0
1765757916.6811643,294400,4684.0
