Date,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,F,GOOG,JPM,MSFT,NVDA,PG,SPY,UNH,XOM,AAPL,AMZN,F,GOOG,JPM,MSFT,NVDA,PG,SPY,UNH,XOM,AAPL,AMZN,F,GOOG,JPM,MSFT,NVDA,PG,SPY,UNH,XOM,AAPL,AMZN,F,GOOG,JPM,MSFT,NVDA,PG,SPY,UNH,XOM,AAPL,AMZN,F,GOOG,JPM,MSFT,NVDA,PG,SPY,UNH,XOM
1975-01-15,,,0.13432298600673676,,,,,0.6080387830734253,,,0.22134268283843994,,,0.13432298600673676,,,,,0.6080387830734253,,,0.22174301418803927,,,0.13202295071545894,,,,,0.5961523653385354,,,0.21854094970676252,,,0.13340298000422662,,,,,0.5979811651900425,,,0.2201419819474009,,,1097403,,,,,972800,,,1315200
1975-01-16,,,0.13432298600673676,,,,,0.6190107464790344,,,0.21894118189811707,,,0.1347829957696593,,,,,0.6208395458400602,,,0.22134268138366425,,,0.1324829604783815,,,,,0.6089531312930897,,,0.21854094827040124,,,0.13432298600673676,,,,,0.6089531312930897,,,0.22134268138366425,,,1960529,,,,,761600,,,1548800
1975-01-17,,,0.132022887468338,,,,,0.6162673830986023,,,0.21493856608867645,,,0.1343229216577573,,,,,0.6217533302810478,,,0.2189411957773279,,,0.132022887468338,,,,,0.6162673830986023,,,0.21453833243558887,,,0.1343229216577573,,,,,0.619010245075673,,,0.2189411957773279,,,1035751,,,,,723200,,,1075200
1975-01-20,,,0.13156288862228394,,,,,0.6107487678527832,,,0.21734023094177246,,,0.13202289820223378,,,,,0.6153477235186228,,,0.21734023094177246,,,0.12926285424586428,,,,,0.6061498121869437,,,0.21333760001008475,,,0.13202289820223378,,,,,0.6153477235186228,,,0.21493863283890205,,,801474,,,,,902400,,,1068800
1975-01-21,,,0.13110294938087463,,,,,0.6033896803855896,,,0.2157391756772995,,,0.1334029847540453,,,,,0.6181065018584089,,,0.21894124100193743,,,0.13064293960157342,,,,,0.6033896803855896,,,0.21533894194153944,,,0.1315629456368404,,,,,0.6107480911219992,,,0.21734020833961845,,,946356,,,,,870400,,,1840000
1975-01-22,,,0.13248291611671448,,,,,0.6162673830986023,,,0.21814055740833282,,,0.13248291611671448,,,,,0.6162673830986023,,,0.21814055740833282,,,0.12972287198670995,,,,,0.5978713451637336,,,0.2125369949913696,,,0.13110290081337744,,,,,0.6033900442636893,,,0.2157390585779845,,,782979,,,,,848000,,,1088000
1975-01-23,,,0.13156288862228394,,,,,0.6217859387397766,,,0.2201419472694397,,,0.1329429173621335,,,,,0.6309840678655186,,,0.22214321282517413,,,0.13110289256566368,,,,,0.6107483185254611,,,0.2181405839944677,,,0.13248290778218363,,,,,0.6162672409130979,,,0.2181405839944677,,,2145485,,,,,1120000,,,2547200
1975-01-24,,,0.13551540672779083,,,,,0.6181074380874634,,,0.22294379770755768,,,0.13645648488450032,,,,,0.6208669024335146,,,0.22494516203955042,,,0.13222164701218272,,,,,0.6162679448975723,,,0.22014206353748836,,,0.13457432857108134,,,,,0.6208669024335146,,,0.22014206353748836,,,2487652,,,,,1302400,,,2809600
1975-01-27,,,0.1402207612991333,,,,,0.6457012295722961,,,0.23094886541366577,,,0.1406913003488087,,,,,0.6466209755934118,,,0.2333504625212291,,,0.13692700178427983,,,,,0.6217862610957678,,,0.2269463338600581,,,0.13692700178427983,,,,,0.6217862610957678,,,0.2269463338600581,,,2065337,,,,,1372800,,,4841600
1975-01-28,,,0.13927961885929108,,,,,0.6493802666664124,,,0.23254984617233276,,,0.1411617601687304,,,,,0.6613376354652758,,,0.23535167627204476,,,0.13927961885929108,,,,,0.6493802666664124,,,0.23174937912625893,,,0.1402206825975775,,,,,0.6493802666664124,,,0.23174937912625893,,,1202211,,,,,1436800,,,5072000
1975-01-29,,,0.14069141447544098,,,,,0.6677764058113098,,,0.23695263266563416,,,0.14163249333817993,,,,,0.6751348222689493,,,0.2381534305717792,,,0.13833873115147907,,,,,0.6484603941892192,,,0.23094874085410463,,,0.139279810014218,,,,,0.649380364667211,,,0.23254977215589948,,,1390249,,,,,1692800,,,3062400
1975-01-30,,,0.1388091742992401,,,,,0.6659365296363831,,,0.23214972019195557,,,0.14116185599128767,,,,,0.6788138676280815,,,0.24015488295719542,,,0.13739755698428605,,,,,0.6622573222903256,,,0.23214972019195557,,,0.140691316886303,,,,,0.6677762455899093,,,0.23695281785109948,,,1655352,,,,,1616000,,,3948800
1975-01-31,,,0.13833867013454437,,,,,0.6723758578300476,,,0.23415085673332214,,,0.1397502739731523,,,,,0.6732956044280335,,,0.23495142142596745,,,0.1378681309107153,,,,,0.6613382249705717,,,0.22974809294103576,,,0.13880920935837346,,,,,0.6659371825217162,,,0.2321495915805358,,,1340928,,,,,777600,,,2432000
1975-02-03,,,0.1402207612991333,,,,,0.6696161031723022,,,0.2377532571554184,,,0.1406913003488087,,,,,0.6760547756892386,,,0.2389539576452749,,,0.13645647656747867,,,,,0.6677766107738164,,,0.23415086252818787,,,0.13833861893330598,,,,,0.6723755663311489,,,0.23415086252818787,,,1011090,,,,,800000,,,2064000
1975-02-04,,,0.12892790138721466,,,,,0.6714556813240051,,,0.24255646765232086,,,0.13363326451441931,,,,,0.6714556813240051,,,0.2429567013393238,,,0.12845736230791915,,,,,0.6640972641290082,,,0.23415097390965883,,,0.13363326451441931,,,,,0.6696159647447201,,,0.23775337025048546,,,7228680,,,,,950400,,,3104000
1975-02-05,,,0.13222162425518036,,,,,0.6990494728088379,,,0.24011453986167908,,,0.13269216325254943,,,,,0.6999692186064893,,,0.24255633245531089,,,0.12892787893934227,,,,,0.6742147643451111,,,0.23807959678170001,,,0.12892787893934227,,,,,0.6742147643451111,,,0.24255633245531089,,,3788507,,,,,1654400,,,2940800
1975-02-06,,,0.12892790138721466,,,,,0.6880118250846863,,,0.23848682641983032,,,0.13363326451441931,,,,,0.704568371658674,,,0.24214956777577873,,,0.12892790138721466,,,,,0.6880118250846863,,,0.23807977787892,,,0.13222164727653288,,,,,0.6990494479470075,,,0.24011472250679539,,,2200971,,,,,1350400,,,3718400
1975-02-07,,,0.12892790138721466,,,,,0.6834136247634888,,,0.23848682641983032,,,0.12939844046651014,,,,,0.6870928364384453,,,0.23930072478386682,,,0.1275162841493282,,,,,0.6732957365170434,,,0.23523103424590014,,,0.12892790138721466,,,,,0.6870928364384453,,,0.23848682641983032,,,1467314,,,,,1100800,,,1571200
1975-02-10,,,0.12892790138721466,,,,,0.6870920658111572,,,0.23807968199253082,,,0.12986896571293052,,,,,0.6916910191064536,,,0.2397075774238624,,,0.12892790138721466,,,,,0.6824931125158609,,,0.23604483754307934,,,0.12892790138721466,,,,,0.6834128582627186,,,0.23848673036950271,,,1871134,,,,,524800,,,1465600
1975-02-11,,,0.12986892461776733,,,,,0.6907714605331421,,,0.23685869574546814,,,0.1308100024785677,,,,,0.691691206529217,,,0.23889353899912086,,,0.12798678272903735,,,,,0.6843327894384806,,,0.23482375313302178,,,0.1289278605898377,,,,,0.6870922519877739,,,0.2380795420823836,,,2281119,,,,,1158400,,,1692800
1975-02-12,,,0.13551540672779083,,,,,0.6916916370391846,,,0.23563791811466217,,,0.13551540672779083,,,,,0.6916916370391846,,,0.2372658137504131,,,0.1298689654532841,,,,,0.684333215368555,,,0.23319602498160355,,,0.1298689654532841,,,,,0.6907718904706579,,,0.2368588646811915,,,2410588,,,,,467200,,,4428800
1975-02-13,,,0.1336333006620407,,,,,0.6907714605331421,,,0.24011453986167908,,,0.13927974347519126,,,,,0.6990496236199534,,,0.2405214887341483,,,0.13316276145546502,,,,,0.6898517145370672,,,0.23604475306053743,,,0.1355154436554646,,,,,0.691691206529217,,,0.23604475306053743,,,3128832,,,,,2441600,,,4448000
1975-02-14,,,0.13457435369491577,,,,,0.7082476019859314,,,0.23970766365528107,,,0.1359859711935164,,,,,0.7082476019859314,,,0.240928610507711,,,0.13222167169679236,,,,,0.689851563292284,,,0.23807976763833708,,,0.133633289195393,,,,,0.6907713090867116,,,0.24011471217868288,,,1701591,,,,,1632000,,,1955200
1975-02-18,,,0.13222162425518036,,,,,0.6824933886528015,,,0.24133546650409698,,,0.13363324124728757,,,,,0.6990497170389647,,,0.24337041025884795,,,0.13081002109594583,,,,,0.6824933886528015,,,0.238893673100785,,,0.13363324124728757,,,,,0.6990497170389647,,,0.23970757111560587,,,1399497,,,,,1504000,,,2115200
1975-02-19,,,0.13175109028816223,,,,,0.6843329668045044,,,0.24499833583831787,,,0.13269215438715354,,,,,0.6916913858024023,,,0.24540528489587637,,,0.1312805513222307,,,,,0.6769745478066065,,,0.23970760065461097,,,0.13222161542122202,,,,,0.6824934743355933,,,0.24133549624370657,,,1066577,,,,,905600,,,1561600
1975-02-20,,,0.12845732271671295,,,,,0.6880118250846863,,,0.2531379759311676,,,0.13128054248947996,,,,,0.6907712869405196,,,0.2531379759311676,,,0.12845732271671295,,,,,0.6843326174639126,,,0.2478472373584814,,,0.13128054248947996,,,,,0.6843326174639126,,,0.2478472373584814,,,1562875,,,,,1168000,,,2419200
1975-02-21,,,0.13128060102462769,,,,,0.6769748330116272,,,0.2515099346637726,,,0.13175114016870376,,,,,0.6916916772075321,,,0.25476572605515563,,,0.12845737999304818,,,,,0.6769748330116272,,,0.2515099346637726,,,0.12845737999304818,,,,,0.6880124661585559,,,0.2531378303594641,,,3655955,,,,,1792000,,,2393600
1975-02-24,,,0.12845732271671295,,,,,0.6788142919540405,,,0.24825407564640045,,,0.13128054248947996,,,,,0.6870924575170916,,,0.2506958688453437,,,0.127516244848167,,,,,0.6732953652045827,,,0.24825407564640045,,,0.13128054248947996,,,,,0.6769745748505094,,,0.2506958688453437,,,2851398,,,,,1161600,,,1728000
1975-02-25,,,0.12375186383724213,,,,,0.6696161031723022,,,0.24662628769874573,,,0.1270457335655228,,,,,0.6788142388480852,,,0.24866113280967897,,,0.12281078586633518,,,,,0.6696161031723022,,,0.24540534088863206,,,0.1270457335655228,,,,,0.6788142388480852,,,0.24825418365926918,,,2151650,,,,,812800,,,2121600
1975-02-26,,,0.12563398480415344,,,,,0.6824933886528015,,,0.24988198280334473,,,0.12563398480415344,,,,,0.6870923438088359,,,0.2511028297815585,,,0.12328130410567395,,,,,0.6668565818245272,,,0.24621914379216592,,,0.12375184301194385,,,,,0.6696160447425872,,,0.24662619214374967,,,2549304,,,,,614400,,,1920000
1975-02-27,,,0.12234023213386536,,,,,0.6916916370391846,,,0.25069573521614075,,,0.1256339908021343,,,,,0.6935313547374461,,,0.2531376264723154,,,0.12186969320513112,,,,,0.6870926796353432,,,0.25028878645970765,,,0.1256339908021343,,,,,0.6870926796353432,,,0.25028878645970765,,,5240408,,,,,835200,,,1526400
1975-02-28,,,0.12422245740890503,,,,,0.6944504380226135,,,0.25191688537597656,,,0.12422245740890503,,,,,0.6944504380226135,,,0.25313783199535256,,,0.12234031426331915,,,,,0.686172277690092,,,0.24988204058292915,,,0.12234031426331915,,,,,0.6916909763914418,,,0.2506959387566006,,,1831060,,,,,857600,,,1094400
1975-03-03,,,0.12563398480415344,,,,,0.7018092274665833,,,0.2539515495300293,,,0.12563398480415344,,,,,0.7027289736478335,,,0.2539515495300293,,,0.12328130410567395,,,,,0.6944508088943546,,,0.25150975738702425,,,0.12422236808534375,,,,,0.6944508088943546,,,0.25191670618439205,,,3295292,,,,,1020800,,,2339200
1975-03-04,,,0.1293983906507492,,,,,0.711927056312561,,,0.25476565957069397,,,0.13080999351232203,,,,,0.7248041755778113,,,0.2592422970464569,,,0.1261046321965862,,,,,0.7100873395254699,,,0.25476565957069397,,,0.1261046321965862,,,,,0.7100873395254699,,,0.25476565957069397,,,6800200,,,,,1081600,,,2320000
1975-03-05,,,0.1293983906507492,,,,,0.7008893489837646,,,0.24499833583831787,,,0.1317510713086171,,,,,0.7156061833502366,,,0.25639360496198704,,,0.12892785175260166,,,,,0.7008893489837646,,,0.24499833583831787,,,0.1293983906507492,,,,,0.7119269747586187,,,0.25476570937289145,,,2681856,,,,,1388800,,,2080000
1975-03-06,,,0.13222162425518036,,,,,0.7192850112915039,,,0.24703314900398254,,,0.13269216325254943,,,,,0.7192850112915039,,,0.24825409537992676,,,0.1284573399419732,,,,,0.6972097714241577,,,0.24296336087045148,,,0.12939841793671134,,,,,0.7008889780687154,,,0.2449983046166415,,,2540056,,,,,1638400,,,1558400
1975-03-07,,,0.13551540672779083,,,,,0.7229645848274231,,,0.24825407564640045,,,0.13551540672779083,,,,,0.7275635393267678,,,0.24906797359310118,,,0.13363326424724695,,,,,0.714686197255323,,,0.24459123680972406,,,0.13363326424724695,,,,,0.7192853763157341,,,0.24703312936750832,,,2632534,,,,,1388800,,,1715200
1975-03-10,,,0.1402207612991333,,,,,0.7238839864730835,,,0.25069573521614075,,,0.1406913003488087,,,,,0.7266434476844779,,,0.2511026839725738,,,0.13598593751780327,,,,,0.7211245252616891,,,0.24784689520353304,,,0.13598593751780327,,,,,0.7229642409229385,,,0.24825394331875422,,,2059172,,,,,1011200,,,1436800
1975-03-11,,,0.14116166532039642,,,,,0.7165260314941406,,,0.2527308464050293,,,0.14351445449747463,,,,,0.7266439127035981,,,0.25476579106304603,,,0.13927952527559118,,,,,0.7156062853553999,,,0.25110295029395197,,,0.1402205883815652,,,,,0.7238844497262727,,,0.25110295029395197,,,3147327,,,,,713600,,,1606400
1975-03-12,,,0.1402207612991333,,,,,0.6916916370391846,,,0.24988198280334473,,,0.14163237844815946,,,,,0.7165263663178616,,,0.2523237761186181,,,0.13880915798298138,,,,,0.6916916370391846,,,0.24988198280334473,,,0.1411618393984841,,,,,0.7165263663178616,,,0.2523237761186181,,,2179393,,,,,1187200,,,1324800
1975-03-13,,,0.13927961885929108,,,,,0.6990494728088379,,,0.24744008481502533,,,0.14069122138315396,,,,,0.6990494728088379,,,0.24906798010986103,,,0.13880908007371465,,,,,0.6898515657102843,,,0.24621913850418764,,,0.1402206825975775,,,,,0.691691057305587,,,0.24906798010986103,,,1417993,,,,,736000,,,1161600
1975-03-14,,,0.13833867013454437,,,,,0.7027288675308228,,,0.2478470504283905,,,0.14022081319698138,,,,,0.7128467476800444,,,0.25191683861796516,,,0.1378681309107153,,,,,0.7008893754460988,,,0.24621915502433073,,,0.13927974858220254,,,,,0.7008893754460988,,,0.24744010141708817,,,3649790,,,,,976000,,,2009600
